Date,FT,Season,Time,Transect,Plants,Plants_name,Plants' status,Pollinators,Scientific_name,Scientificn,Sub species,Insect order,PN,Activity,,,
03-02-2023,IDH,Pre-monsoon,09:15,4,,,,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Basking,,,
03-02-2023,IDH,Pre-monsoon,09:15,4,,,,Common Grass Yellow,Eurema hecabe,E. hecabe,,Lepidoptera,2,Flying,,,
03-02-2023,IDH,Pre-monsoon,09:15,4,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,2,Flying,,,
03-02-2023,IDH,Pre-monsoon,09:15,4,,,,Eastern Striped Albatross,Appias olferna,A. olferna,,Lepidoptera,2,Flying,,,
03-02-2023,IDH,Pre-monsoon,09:15,4,,,,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,2,Basking,,,
03-02-2023,IDH,Pre-monsoon,09:30,6,Pogostemon elsholtzioides,P. elsholtzioides,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,12,Nectaring,,,
03-02-2023,IDH,Pre-monsoon,09:30,6,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
03-02-2023,IDH,Pre-monsoon,09:30,6,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
03-02-2023,IDH,Pre-monsoon,09:30,6,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
03-02-2023,IDH,Pre-monsoon,09:47,5,Justicia vasculosa,J. vasculosa,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
03-02-2023,IDH,Pre-monsoon,09:47,5,Pogostemon elsholtzioides,P. elsholtzioides,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Nectaring,,,
03-02-2023,IDH,Pre-monsoon,09:47,5,Mikania micrantha,M. micrantha,Invasive,Peacock Pansy,Junonia almana,J. almana,,Lepidoptera,2,Nectaring,,,
03-02-2023,IDH,Pre-monsoon,09:47,5,Mikania micrantha,M. micrantha,Invasive,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,5,Nectaring,,,
03-02-2023,IDH,Pre-monsoon,09:47,5,Mikania micrantha,M. micrantha,Invasive,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,4,Nectaring,,,
03-02-2023,IDH,Pre-monsoon,10:01,7,Mikania micrantha,M. micrantha,Invasive,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,2,Nectaring,,,
03-02-2023,IDH,Pre-monsoon,10:01,7,Mikania micrantha,M. micrantha,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,07:45,1,Justicia vasculosa,J. vasculosa,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,7,Nectaring,,,
04-02-2023,PF,Pre-monsoon,07:45,1,Justicia vasculosa,J. vasculosa,Native,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,2,Nectaring,,,
04-02-2023,PF,Pre-monsoon,07:45,1,Persicaria chinensis,P. chinensis,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,08:20,3,Pogostemon elsholtzioides,P. elsholtzioides,Native,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,2,Nectaring,,,
04-02-2023,PF,Pre-monsoon,08:20,3,Pogostemon elsholtzioides,P. elsholtzioides,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,08:20,3,Pogostemon elsholtzioides,P. elsholtzioides,Native,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,4,Nectaring,,,
04-02-2023,PF,Pre-monsoon,08:20,3,Persicaria chinensis,P. chinensis,Native,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,4,Nectaring,,,
04-02-2023,PF,Pre-monsoon,09:00,5,Stellaria monosperma,S. monosperma,Native,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,2,Nectaring,,,
04-02-2023,PF,Pre-monsoon,09:00,5,Stellaria monosperma,S. monosperma,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,2,Nectaring,,,
04-02-2023,PF,Pre-monsoon,09:00,5,Stellaria monosperma,S. monosperma,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,2,Nectaring,,,
04-02-2023,PF,Pre-monsoon,09:00,5,Stellaria monosperma,S. monosperma,Native,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,09:25,7,Stellaria monosperma,S. monosperma,Native,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,3,Nectaring,,,
04-02-2023,PF,Pre-monsoon,09:25,7,Stellaria monosperma,S. monosperma,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,2,Nectaring,,,
04-02-2023,PF,Pre-monsoon,09:25,7,Pogostemon elsholtzioides,P. elsholtzioides,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,10:30,6,Persicaria chinensis,P. chinensis,Native,Bombyliidae sp.,Bombyliidae sp.,Bombyliidae sp.,,Diptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,10:30,6,Persicaria chinensis,P. chinensis,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,10:30,6,Persicaria chinensis,P. chinensis,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,10:30,6,Justicia vasculosa,J. vasculosa,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,1,Nectaring,,,
04-02-2023,PF,Pre-monsoon,10:30,6,Justicia vasculosa,J. vasculosa,Native,Large Cabbage White,Pieris brassicae,P. brassicae,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:20,8,Ageratum conyzoides,A. conyzoides,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,4,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:20,8,Persicaria chinensis,P. chinensis,Native,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:20,8,Bidens pilosa,B. pilosa,Invasive,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:20,8,Ageratum conyzoides,A. conyzoides,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:20,8,Ageratum conyzoides,A. conyzoides,Invasive,Episyrphus sp.,Episyrphus sp.,Episyrphus sp.,,Diptera,2,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:43,10,Ageratum conyzoides,A. conyzoides,Invasive,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,4,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:43,10,,,,Common Sailer,Neptis hylas,N. hylas,,Lepidoptera,2,Basking,,,
05-02-2023,IDH,Pre-monsoon,07:43,10,,,,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Basking,,,
05-02-2023,IDH,Pre-monsoon,07:43,10,Pogostemon elsholtzioides,P. elsholtzioides,Native,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,3,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:43,10,Pogostemon elsholtzioides,P. elsholtzioides,Native,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,07:43,10,Pogostemon elsholtzioides,P. elsholtzioides,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:01,9,Ageratum conyzoides,A. conyzoides,Invasive,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,2,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:01,9,Ageratum conyzoides,A. conyzoides,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:01,9,Ageratum conyzoides,A. conyzoides,Invasive,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:01,9,Ageratum conyzoides,A. conyzoides,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:01,9,Ageratum conyzoides,A. conyzoides,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:30,11,Mikania micrantha,M. micrantha,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:30,11,Mikania micrantha,M. micrantha,Invasive,Peacock Pansy,Junonia almana,J. almana,,Lepidoptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:30,11,Acmella paniculata,A. paniculata,Native,Sphaerophoria sp.,Sphaerophoria sp.,Sphaerophoria sp.,,Diptera,3,Basking,,,
05-02-2023,IDH,Pre-monsoon,08:30,11,Alternanthera sessilis,A. sessilis,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,2,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:30,11,Ageratum conyzoides,A. conyzoides,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,1,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:55,10,Ageratum conyzoides,A. conyzoides,Invasive,Phytomia sp.,Phytomia sp.,Phytomia sp.,,Diptera,5,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,08:55,10,Pogostemon elsholtzioides,P. elsholtzioides,Native,Phytomia sp.,Phytomia sp.,Phytomia sp.,,Diptera,2,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,09:30,12,Ageratum conyzoides,A. conyzoides,Invasive,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,6,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,09:30,12,Ageratum conyzoides,A. conyzoides,Invasive,Episyrphus sp.,Episyrphus sp.,Episyrphus sp.,,Diptera,3,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,09:30,12,Pogostemon elsholtzioides,P. elsholtzioides,Native,Bombyliidae sp.,Bombyliidae sp.,Bombyliidae sp.,,Diptera,2,Nectaring,,,
05-02-2023,IDH,Pre-monsoon,09:30,12,Pogostemon elsholtzioides,P. elsholtzioides,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,8,Nectaring,,,
06-02-2023,PF,Pre-monsoon,08:30,4,Persicaria chinensis,P. chinensis,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,08:30,4,Pogostemon elsholtzioides,P. elsholtzioides,Native,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,09:03,5,Pogostemon elsholtzioides,P. elsholtzioides,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,09:03,5,Persicaria chinensis,P. chinensis,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,09:03,5,Persicaria chinensis,P. chinensis,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,09:40,6,Pogostemon elsholtzioides,P. elsholtzioides,Native,Apis dorsata,Apis dorsata,A. dorsata,,Hymenoptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,09:40,6,Pogostemon elsholtzioides,P. elsholtzioides,Native,Bombyliidae sp.,Bombyliidae sp.,Bombyliidae sp.,,Diptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:03,8,Pogostemon elsholtzioides,P. elsholtzioides,Native,Episyrphus sp.,Episyrphus sp.,Episyrphus sp.,,Diptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Pogostemon elsholtzioides,P. elsholtzioides,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Pogostemon elsholtzioides,P. elsholtzioides,Native,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,3,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Pogostemon elsholtzioides,P. elsholtzioides,Native,Bombyliidae sp.,Bombyliidae sp.,Bombyliidae sp.,,Diptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Pogostemon elsholtzioides,P. elsholtzioides,Native,Apis dorsata,Apis dorsata,A. dorsata,,Hymenoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Stellaria monosperma,S. monosperma,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Stellaria monosperma,S. monosperma,Native,Himalayan Plain Puffin,Appias indra indra,A. indra,,Lepidoptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Stellaria monosperma,S. monosperma,Native,Himalayan Spot Puffin,Appias lalage lalage,A. lalage,,Lepidoptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Stellaria monosperma,S. monosperma,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,,,,Common Grass Yellow,Eurema hecabe,E. hecabe,,Lepidoptera,1,Flying,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Pogostemon elsholtzioides,P. elsholtzioides,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,10:28,11,,,,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Flying,,,
06-02-2023,PF,Pre-monsoon,10:28,11,Pogostemon elsholtzioides,P. elsholtzioides,Native,Bombyliidae sp.,Bombyliidae sp.,Bombyliidae sp.,,Diptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,11:10,10,Persicaria chinensis,P. chinensis,Native,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,11:10,10,Persicaria chinensis,P. chinensis,Native,Habropoda sp.,Habropoda sp.,Habropoda sp.,,Hymenoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,11:10,10,Persicaria chinensis,P. chinensis,Native,Sphaerophoria sp.,Sphaerophoria sp.,Sphaerophoria sp.,,Diptera,2,Nectaring,,,
06-02-2023,PF,Pre-monsoon,11:10,10,,,,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Flying,,,
06-02-2023,PF,Pre-monsoon,11:10,10,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
06-02-2023,PF,Pre-monsoon,11:10,10,Pogostemon elsholtzioides,P. elsholtzioides,Native,Bombus sp.,Bombus sp.,Bombus sp.,,Hymenoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,11:10,10,Pogostemon elsholtzioides,P. elsholtzioides,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,11:10,10,Pogostemon elsholtzioides,P. elsholtzioides,Native,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,11:10,10,Justicia vasculosa,J. vasculosa,Native,Apis dorsata,Apis dorsata,A. dorsata,,Hymenoptera,1,Nectaring,,,
06-02-2023,PF,Pre-monsoon,11:10,10,Justicia vasculosa,J. vasculosa,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
10-02-2023,IDH,Pre-monsoon,08:10,1,Alternanthera sessilis,A. sessilis,Invasive,Common Grass Yellow,Eurema hecabe,E. hecabe,,Lepidoptera,1,Nectaring,,,
10-02-2023,IDH,Pre-monsoon,08:10,1,Alternanthera sessilis,A. sessilis,Invasive,Common Grass Yellow,Eurema hecabe,E. hecabe,,Lepidoptera,1,Nectaring,,,
10-02-2023,IDH,Pre-monsoon,08:10,1,,,,Common Three Ring,Ypthima asterope,Y. asterope,,Lepidoptera,1,Basking,,,
10-02-2023,IDH,Pre-monsoon,08:10,1,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Basking,,,
10-02-2023,IDH,Pre-monsoon,08:10,1,Alternanthera sessilis,A. sessilis,Invasive,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Nectaring,,,
10-02-2023,IDH,Pre-monsoon,08:28,3,Mikania micrantha,M. micrantha,Invasive,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Nectaring,,,
10-02-2023,IDH,Pre-monsoon,08:28,3,Ageratum conyzoides,A. conyzoides,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,09:01,2,,,,Common Sailer,Neptis hylas,N. hylas,,Lepidoptera,1,Basking,,,
13-02-2023,IDH,Pre-monsoon,09:01,2,Ageratum conyzoides,A. conyzoides,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,09:01,2,Ageratum conyzoides,A. conyzoides,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,4,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,09:25,4,Mikania micrantha,M. micrantha,Invasive,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,09:25,4,Mikania micrantha,M. micrantha,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,6,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,09:25,4,Mikania micrantha,M. micrantha,Invasive,Blue-Spotted Crow,Euploea midamus,E. midamus,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,09:25,4,Mikania micrantha,M. micrantha,Invasive,Magpie Crow,Euploea radamanthus,E. radamanthus,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,09:25,4,Bidens pilosa,B. pilosa,Invasive,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,10:00,6,Alternanthera sessilis,A. sessilis,Invasive,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,10:00,6,Persicaria chinensis,P. chinensis,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,3,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,10:00,6,Ageratum conyzoides,A. conyzoides,Invasive,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,2,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,10:00,8,Ageratum conyzoides,A. conyzoides,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,02:27,5,Chromolaena odorata,C. odorata,Invasive,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,2,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,02:27,5,Chromolaena odorata,C. odorata,Invasive,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,02:27,5,Chromolaena odorata,C. odorata,Invasive,Striped Blue Crow,Euploea mulciber,E. mulciber,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,02:27,5,Chromolaena odorata,C. odorata,Invasive,Himalayan Blackvein Sergeant,Athyma ranga ranga,A. ranga,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,02:27,5,Chromolaena odorata,C. odorata,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,2,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,03:56,9,Mikania micrantha,M. micrantha,Invasive,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,2,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,03:56,9,Mikania micrantha,M. micrantha,Invasive,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,03:56,9,Mikania micrantha,M. micrantha,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,2,Nectaring,,,
13-02-2023,IDH,Pre-monsoon,03:56,9,Mikania micrantha,M. micrantha,Invasive,Peacock Pansy,Junonia almana,J. almana,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,08:10,13,Ageratum conyzoides,A. conyzoides,Invasive,Episyrphus sp.,Episyrphus sp.,Episyrphus sp.,,Diptera,5,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,08:10,13,Ageratum conyzoides,A. conyzoides,Invasive,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,4,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,08:10,13,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Basking,,,
14-02-2023,IDH,Pre-monsoon,08:10,13,Pogostemon elsholtzioides,P. elsholtzioides,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,08:10,13,Persicaria chinensis,P. chinensis,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,08:38,11,,,,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Basking,,,
14-02-2023,IDH,Pre-monsoon,08:38,11,Ageratum conyzoides,A. conyzoides,Invasive,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,08:38,11,Persicaria chinensis,P. chinensis,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,09:01,12,,,,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Basking,,,
14-02-2023,IDH,Pre-monsoon,09:01,12,Persicaria capitata,P. capitata,Native,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,09:01,12,Persicaria chinensis,P. chinensis,Native,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,09:01,12,Persicaria chinensis,P. chinensis,Native,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,09:01,12,Persicaria chinensis,P. chinensis,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,09:35,10,Ageratum conyzoides,A. conyzoides,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,4,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,09:35,10,Persicaria chinensis,P. chinensis,Native,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,09:35,10,Ageratum conyzoides,A. conyzoides,Invasive,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,09:35,10,Ageratum conyzoides,A. conyzoides,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,02:30,9,Bidens pilosa,B. pilosa,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,02:30,9,Bidens pilosa,B. pilosa,Invasive,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,02:30,9,Ageratum conyzoides,A. conyzoides,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,3,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,02:30,9,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Basking,,,
14-02-2023,IDH,Pre-monsoon,02:48,7,Bidens pilosa,B. pilosa,Invasive,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,02:48,7,Ageratum conyzoides,A. conyzoides,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,3,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,02:48,7,Pogostemon elsholtzioides,P. elsholtzioides,Native,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,02:48,7,Bidens pilosa,B. pilosa,Invasive,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Nectaring,,,
14-02-2023,IDH,Pre-monsoon,02:48,7,Bidens pilosa,B. pilosa,Invasive,Small Grass Yellow,Eurema brigitta,E. brigitta,,Lepidoptera,1,Nectaring,,,
15-02-2023,PF,Pre-monsoon,08:30,1,Pogostemon elsholtzioides,P. elsholtzioides,Native,Episyrphus sp.,Episyrphus sp.,Episyrphus sp.,,Diptera,2,Nectaring,,,
15-02-2023,PF,Pre-monsoon,08:30,1,,,,Eastern Striped Albatross,Appias olferna,A. olferna,,Lepidoptera,1,Flying,,,
15-02-2023,PF,Pre-monsoon,08:45,3,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
15-02-2023,PF,Pre-monsoon,09:10,2,Justicia vasculosa,J. vasculosa,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,4,Nectaring,,,
15-02-2023,PF,Pre-monsoon,09:10,2,Justicia vasculosa,J. vasculosa,Native,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,1,Nectaring,,,
15-02-2023,PF,Pre-monsoon,10:10,2,Justicia vasculosa,J. vasculosa,Native,Episyrphus sp.,Episyrphus sp.,Episyrphus sp.,,Diptera,2,Nectaring,,,
15-02-2023,PF,Pre-monsoon,02:30,4,Justicia vasculosa,J. vasculosa,Native,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,3,Nectaring,,,
